Calorific_Value_Predicted,Ash_Content_Predicted
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4400.289666666662,7.918133333333326
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4154.356433333339,12.814333333333327
4400.289666666662,7.918133333333326
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4461.746266666662,8.280399999999991
4433.219699999996,7.895933333333326
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4154.356433333339,12.814333333333327
4154.356433333339,12.814333333333327
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4400.289666666662,7.918133333333326
4391.350699999996,8.654299999999992
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4433.219699999996,7.895933333333326
4391.350699999996,8.654299999999992
4433.219699999996,7.895933333333326
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4461.746266666662,8.280399999999991
4154.356433333339,12.814333333333327
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4433.219699999996,7.895933333333326
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4154.356433333339,12.814333333333327
4433.219699999996,7.895933333333326
4400.289666666662,7.918133333333326
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4433.219699999996,7.895933333333326
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4400.289666666662,7.918133333333326
4400.289666666662,7.918133333333326
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4154.356433333339,12.814333333333327
4433.219699999996,7.895933333333326
4391.350699999996,8.654299999999992
4154.356433333339,12.814333333333327
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4400.289666666662,7.918133333333326
4433.219699999996,7.895933333333326
4391.350699999996,8.654299999999992
4433.219699999996,7.895933333333326
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4400.289666666662,7.918133333333326
4391.350699999996,8.654299999999992
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4391.350699999996,8.654299999999992
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4038.3851000000036,10.859900000000007
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4461.746266666662,8.280399999999991
4433.219699999996,7.895933333333326
4038.3851000000036,10.859900000000007
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4154.356433333339,12.814333333333327
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4433.219699999996,7.895933333333326
4400.289666666662,7.918133333333326
4391.350699999996,8.654299999999992
4400.289666666662,7.918133333333326
4433.219699999996,7.895933333333326
4400.289666666662,7.918133333333326
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4400.289666666662,7.918133333333326
4433.219699999996,7.895933333333326
4400.289666666662,7.918133333333326
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4433.219699999996,7.895933333333326
4400.289666666662,7.918133333333326
4433.219699999996,7.895933333333326
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4154.356433333339,12.814333333333327
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4433.219699999996,7.895933333333326
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4391.350699999996,8.654299999999992
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4461.746266666662,8.280399999999991
4154.356433333339,12.814333333333327
4154.356433333339,12.814333333333327
4038.3851000000036,10.859900000000007
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4400.289666666662,7.918133333333326
4433.219699999996,7.895933333333326
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4433.219699999996,7.895933333333326
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4433.219699999996,7.895933333333326
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4154.356433333339,12.814333333333327
4038.3851000000036,10.859900000000007
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4400.289666666662,7.918133333333326
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4038.3851000000036,10.859900000000007
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4400.289666666662,7.918133333333326
4433.219699999996,7.895933333333326
4433.219699999996,7.895933333333326
4400.289666666662,7.918133333333326
4433.219699999996,7.895933333333326
4038.3851000000036,10.859900000000007
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4461.746266666662,8.280399999999991
4154.356433333339,12.814333333333327
4433.219699999996,7.895933333333326
4433.219699999996,7.895933333333326
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4433.219699999996,7.895933333333326
4433.219699999996,7.895933333333326
4433.219699999996,7.895933333333326
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4433.219699999996,7.895933333333326
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4391.350699999996,8.654299999999992
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4433.219699999996,7.895933333333326
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4154.356433333339,12.814333333333327
4433.219699999996,7.895933333333326
4400.289666666662,7.918133333333326
4400.289666666662,7.918133333333326
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4433.219699999996,7.895933333333326
4391.350699999996,8.654299999999992
4433.219699999996,7.895933333333326
4038.3851000000036,10.859900000000007
4400.289666666662,7.918133333333326
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4433.219699999996,7.895933333333326
4154.356433333339,12.814333333333327
4433.219699999996,7.895933333333326
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4400.289666666662,7.918133333333326
4461.746266666662,8.280399999999991
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4461.746266666662,8.280399999999991
4154.356433333339,12.814333333333327
4154.356433333339,12.814333333333327
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4461.746266666662,8.280399999999991
4433.219699999996,7.895933333333326
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4433.219699999996,7.895933333333326
4154.356433333339,12.814333333333327
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4400.289666666662,7.918133333333326
4400.289666666662,7.918133333333326
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4400.289666666662,7.918133333333326
4433.219699999996,7.895933333333326
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4154.356433333339,12.814333333333327
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4154.356433333339,12.814333333333327
4038.3851000000036,10.859900000000007
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4154.356433333339,12.814333333333327
4400.289666666662,7.918133333333326
4433.219699999996,7.895933333333326
4433.219699999996,7.895933333333326
4154.356433333339,12.814333333333327
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4400.289666666662,7.918133333333326
4433.219699999996,7.895933333333326
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4391.350699999996,8.654299999999992
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4391.350699999996,8.654299999999992
4154.356433333339,12.814333333333327
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4154.356433333339,12.814333333333327
4433.219699999996,7.895933333333326
4391.350699999996,8.654299999999992
4400.289666666662,7.918133333333326
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4400.289666666662,7.918133333333326
4400.289666666662,7.918133333333326
4400.289666666662,7.918133333333326
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4433.219699999996,7.895933333333326
4433.219699999996,7.895933333333326
4433.219699999996,7.895933333333326
4391.350699999996,8.654299999999992
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4461.746266666662,8.280399999999991
4400.289666666662,7.918133333333326
4400.289666666662,7.918133333333326
4461.746266666662,8.280399999999991
4154.356433333339,12.814333333333327
4400.289666666662,7.918133333333326
4391.350699999996,8.654299999999992
4391.350699999996,8.654299999999992
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4461.746266666662,8.280399999999991
4154.356433333339,12.814333333333327
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4038.3851000000036,10.859900000000007
4391.350699999996,8.654299999999992
4038.3851000000036,10.859900000000007
4400.289666666662,7.918133333333326
4433.219699999996,7.895933333333326
4391.350699999996,8.654299999999992
4154.356433333339,12.814333333333327
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4400.289666666662,7.918133333333326
4400.289666666662,7.918133333333326
4391.350699999996,8.654299999999992
4433.219699999996,7.895933333333326
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4154.356433333339,12.814333333333327
4154.356433333339,12.814333333333327
4038.3851000000036,10.859900000000007
4433.219699999996,7.895933333333326
4461.746266666662,8.280399999999991
4154.356433333339,12.814333333333327
4038.3851000000036,10.859900000000007
4400.289666666662,7.918133333333326
4154.356433333339,12.814333333333327
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4391.350699999996,8.654299999999992
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4461.746266666662,8.280399999999991
4038.3851000000036,10.859900000000007
4038.3851000000036,10.859900000000007
4154.356433333339,12.814333333333327
4154.356433333339,12.814333333333327
4461.746266666662,8.280399999999991
4391.350699999996,8.654299999999992
4400.289666666662,7.918133333333326
4433.219699999996,7.895933333333326
4391.350699999996,8.654299999999992
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4391.350699999996,8.654299999999992
4433.219699999996,7.895933333333326
4400.289666666662,7.918133333333326
4038.3851000000036,10.859900000000007
4391.350699999996,8.654299999999992
